Duration,KeySignature,KeySignatureConfidence,loudness,Tempo,TimeSignature,TimeSignatureConfidence
232.12,7.00,0.14,-11.32,187.66,4.00,0.35
241.14,2.00,0.78,-8.45,139.95,4.00,0.57
264.54,0.00,0.58,-7.92,110.00,4.00,0.94
188.03,11.00,0.44,-18.47,104.24,4.00,0.10
240.90,0.00,0.83,-8.28,126.62,4.00,0.00
559.75,11.00,0.04,-15.30,126.41,4.00,0.05
1222.43,8.00,0.89,-21.04,145.26,3.00,0.72
183.17,3.00,0.34,-6.75,91.58,7.00,0.51
225.25,7.00,0.34,-7.63,96.01,4.00,0.52
440.53,6.00,0.02,-10.74,135.05,4.00,0.00
196.18,1.00,0.18,-12.49,116.90,4.00,0.00
253.70,9.00,0.28,-5.86,186.29,4.00,0.98
150.46,2.00,0.67,-9.60,111.56,4.00,0.90
214.46,9.00,0.20,-9.06,90.98,3.00,0.47
228.94,2.00,0.48,-5.38,177.56,3.00,0.91
172.30,4.00,0.54,-6.49,123.98,4.00,0.50
104.93,1.00,0.87,-5.63,60.02,1.00,0.00
127.29,10.00,0.04,-11.54,71.60,4.00,0.44
146.89,11.00,0.51,-13.62,135.03,1.00,0.00
261.77,3.00,0.17,-9.66,114.76,5.00,1.00
169.53,4.00,0.59,-5.91,163.75,7.00,0.64
359.37,0.00,0.57,-6.64,122.93,4.00,1.00
222.93,7.00,0.70,-5.06,118.06,4.00,1.00
150.13,9.00,0.93,-10.60,109.52,4.00,1.00
290.38,5.00,0.27,-5.54,93.04,4.00,0.00
254.59,9.00,0.29,-16.26,142.48,4.00,0.00
520.88,7.00,0.34,-5.53,141.75,5.00,0.33
165.38,7.00,0.86,-14.68,115.01,1.00,0.19
398.45,1.00,0.58,-9.24,150.30,4.00,0.41
254.95,5.00,0.27,-9.15,119.97,4.00,1.00
369.24,4.00,0.56,-7.80,78.60,5.00,0.45
165.38,9.00,0.92,-6.37,108.25,1.00,0.00
36.54,3.00,0.00,-16.40,148.75,4.00,0.43
266.24,4.00,0.63,-10.56,80.46,4.00,0.00
184.63,2.00,0.01,-5.00,140.08,4.00,0.66
397.24,11.00,0.00,-7.35,163.01,5.00,0.16
165.67,5.00,0.40,-24.88,144.48,1.00,0.00
331.89,6.00,0.01,-12.64,108.07,3.00,1.00
181.97,8.00,0.42,-18.89,80.02,7.00,0.49
231.68,5.00,0.60,-7.25,160.18,4.00,1.00
202.34,4.00,0.10,-9.54,118.16,4.00,1.00
204.56,0.00,0.91,-14.55,116.32,1.00,0.00
215.48,7.00,0.80,-14.70,102.40,3.00,0.69
233.25,7.00,0.65,-8.39,166.41,4.00,0.81
639.61,1.00,0.18,-10.83,121.08,5.00,0.46
223.29,5.00,0.61,-5.32,95.30,3.00,1.00
184.58,2.00,0.13,-3.43,168.02,4.00,0.78
165.35,5.00,0.35,-24.32,132.59,1.00,0.21
73.04,10.00,0.49,-21.59,150.93,3.00,0.80
118.83,2.00,0.05,-13.01,111.03,4.00,0.00
279.25,0.00,0.71,-6.21,124.01,4.00,1.00
198.16,9.00,0.81,-8.02,120.85,3.00,1.00
235.49,2.00,0.80,-6.30,140.14,4.00,0.17
286.35,1.00,0.69,-3.38,134.29,4.00,0.00
42.71,6.00,0.16,-30.98,48.94,3.00,0.52
151.20,10.00,0.64,-14.24,87.90,4.00,0.09
243.15,6.00,0.49,-7.41,126.63,4.00,1.00
125.62,0.00,0.60,-11.19,185.56,4.00,0.16
277.39,10.00,0.03,-10.87,179.99,4.00,0.00
127.48,2.00,0.81,-2.45,161.87,1.00,0.00
74.76,0.00,0.00,-17.71,83.95,4.00,0.66
79.93,0.00,0.28,-22.21,50.06,4.00,0.00
146.02,0.00,0.70,-11.69,133.31,1.00,0.00
250.78,11.00,0.38,-12.20,88.02,1.00,0.69
258.19,7.00,0.68,-19.93,92.93,3.00,1.00
187.92,7.00,0.77,-6.98,210.96,4.00,0.00
235.00,11.00,0.95,-14.84,137.71,1.00,0.00
678.77,11.00,0.35,-4.00,140.11,4.00,0.98
133.30,1.00,0.14,-6.02,137.16,4.00,0.83
231.68,2.00,0.85,-19.58,83.26,5.00,1.00
277.42,8.00,0.72,-9.97,97.28,1.00,1.00
273.32,2.00,0.30,-6.14,137.94,4.00,0.12
168.88,2.00,0.36,-19.05,125.36,1.00,0.12
203.44,5.00,0.73,-22.74,68.39,4.00,0.52
182.02,10.00,0.44,-10.03,147.60,1.00,0.00
164.83,9.00,0.54,-11.43,130.45,1.00,0.52
115.17,0.00,0.61,-7.81,125.66,1.00,0.00
179.93,9.00,0.42,-13.53,162.16,4.00,0.82
43.89,1.00,0.40,-23.37,243.20,4.00,0.00
310.41,2.00,0.74,-9.31,87.10,5.00,0.42
214.36,2.00,0.57,-12.25,109.29,1.00,0.00
202.92,2.00,0.46,-8.59,84.07,4.00,0.44
85.16,0.00,0.00,-12.37,88.65,3.00,0.79
175.91,4.00,0.90,-14.88,117.30,4.00,1.00
76.80,10.00,0.19,-32.64,91.25,4.00,0.57
327.73,7.00,0.02,-10.22,149.85,3.00,1.00
228.39,6.00,0.30,-5.98,122.99,4.00,0.32
371.20,5.00,0.07,-9.66,107.89,4.00,0.65
245.45,10.00,0.55,-12.79,244.37,4.00,0.29
278.31,9.00,0.28,-3.88,107.05,4.00,0.66
179.49,6.00,0.71,-13.43,139.95,3.00,0.37
287.56,6.00,0.11,-9.87,160.13,4.00,1.00
209.53,4.00,0.87,-5.44,121.10,4.00,1.00
194.48,8.00,0.64,-17.38,131.12,1.00,0.00
149.37,8.00,0.44,-12.63,177.87,1.00,0.00
207.57,9.00,0.33,-11.62,171.65,4.00,0.44
187.06,0.00,0.88,-15.91,0.00,4.00,0.76
159.45,4.00,0.62,-6.22,147.73,1.00,0.61
376.08,1.00,0.57,-10.20,126.96,4.00,1.00
143.15,7.00,0.61,-7.29,116.12,4.00,0.31
332.02,7.00,0.23,-9.48,88.01,4.00,0.29
239.54,9.00,0.44,-8.63,181.36,4.00,0.47
219.77,5.00,0.85,-16.21,107.91,4.00,0.97
269.98,1.00,0.38,-8.70,84.63,5.00,0.90
150.88,7.00,0.13,-30.38,90.99,3.00,0.74
406.18,10.00,0.52,-11.13,86.68,3.00,0.29
283.17,2.00,0.79,-9.22,148.86,4.00,0.52
95.76,2.00,0.00,-27.89,158.58,4.00,0.00
223.03,6.00,0.50,-5.94,107.20,4.00,1.00
235.65,10.00,0.13,-3.05,115.42,4.00,0.01
140.59,3.00,0.22,-11.90,118.10,4.00,0.50
188.55,3.00,0.01,-8.60,103.23,4.00,0.89
260.31,2.00,0.43,-9.99,139.96,4.00,1.00
238.31,4.00,0.89,-12.05,85.65,1.00,0.34
219.90,4.00,0.45,-3.93,165.22,3.00,0.86
244.87,5.00,0.70,-14.59,59.17,1.00,0.00
272.72,10.00,0.60,-6.78,111.13,4.00,1.00
319.01,9.00,0.26,-14.89,109.31,5.00,0.80
185.10,4.00,0.14,-6.79,51.71,4.00,0.00
280.40,1.00,0.44,-5.17,144.02,4.00,0.75
157.39,2.00,0.09,-15.01,105.09,4.00,1.00
237.32,4.00,0.84,-8.36,128.50,3.00,0.71
225.59,10.00,0.25,-4.46,120.07,4.00,0.03
172.85,7.00,0.47,-10.50,208.74,3.00,1.00
332.51,11.00,0.58,-5.82,196.11,4.00,0.00
233.06,2.00,0.64,-9.43,199.83,4.00,0.00
202.68,9.00,0.71,-11.12,126.79,4.00,0.68
191.97,7.00,0.57,-5.73,162.99,4.00,0.00
95.58,11.00,0.74,-17.75,150.03,3.00,0.79
194.01,6.00,0.98,-14.67,103.69,4.00,0.30
283.25,5.00,0.64,-6.95,97.88,4.00,1.00
356.36,4.00,0.52,-11.93,83.99,3.00,0.43
297.46,2.00,0.64,-5.07,110.13,1.00,0.00
480.97,4.00,0.38,-6.74,137.92,4.00,0.79
280.74,7.00,0.72,-15.64,103.58,7.00,0.44
211.30,7.00,0.44,-6.09,125.35,3.00,1.00
307.51,4.00,0.88,-15.02,140.95,1.00,0.00
240.67,4.00,0.62,-3.76,126.11,4.00,0.00
185.76,7.00,0.82,-8.74,134.92,4.00,0.40
220.32,9.00,0.61,-7.33,84.03,1.00,0.51
158.93,7.00,0.00,-19.90,100.01,4.00,0.25
278.18,9.00,0.65,-3.64,62.78,5.00,0.30
231.47,11.00,0.02,-5.05,114.04,4.00,1.00
101.75,1.00,0.10,-6.91,96.69,4.00,0.98
207.41,3.00,0.64,-18.34,40.27,1.00,0.00
98.85,7.00,0.04,-25.37,99.99,4.00,0.00
233.64,5.00,0.66,-23.89,115.38,3.00,0.69
201.22,10.00,0.16,-14.77,89.98,4.00,0.48
268.22,1.00,0.66,-11.78,91.01,4.00,1.00
152.19,6.00,0.63,-14.71,101.34,4.00,0.91
188.45,10.00,0.12,-12.67,104.71,4.00,0.00
62.93,1.00,0.75,-6.63,121.41,5.00,0.90
206.00,3.00,0.57,-24.57,72.07,1.00,0.00
261.51,5.00,0.25,-15.34,83.88,1.00,0.57
366.05,2.00,0.00,-6.43,110.57,3.00,1.00
163.00,2.00,0.21,-4.99,160.05,4.00,0.61
301.24,0.00,0.00,-7.02,105.16,3.00,0.90
367.46,0.00,0.56,-12.57,159.42,1.00,0.00
288.29,4.00,0.85,-6.16,155.93,4.00,0.90
161.96,11.00,0.70,-11.68,104.79,4.00,0.71
65.96,6.00,0.36,-21.69,76.13,1.00,1.00
279.33,2.00,0.31,-10.43,135.06,4.00,0.00
439.17,0.00,0.30,-17.05,66.69,5.00,1.00
250.59,9.00,0.44,-3.08,192.03,4.00,0.00
362.03,9.00,0.44,-13.84,161.53,1.00,0.00
249.00,0.00,0.28,-7.18,124.33,4.00,0.43
174.60,7.00,0.88,-15.49,86.48,3.00,0.92
339.67,4.00,0.39,-12.65,208.34,4.00,0.75
125.88,5.00,0.67,-9.97,115.75,4.00,1.00
126.54,4.00,0.41,-7.09,121.67,4.00,1.00
166.69,10.00,0.40,-9.33,122.68,3.00,0.81
375.56,2.00,0.17,-15.20,116.81,1.00,0.00
222.04,9.00,0.49,-4.78,166.03,4.00,0.79
433.42,7.00,0.63,-12.40,135.46,4.00,1.00
191.95,10.00,0.35,-12.55,53.67,3.00,0.41
137.43,0.00,0.56,-15.99,86.20,4.00,0.71
229.33,10.00,0.19,-5.05,156.00,4.00,0.97
272.09,10.00,0.28,-13.33,105.51,4.00,1.00
46.21,1.00,0.66,-15.91,142.78,3.00,0.91
114.83,1.00,0.63,-7.77,127.36,4.00,0.62
190.35,3.00,0.52,-8.44,139.17,4.00,0.63
259.29,6.00,0.09,-5.03,92.44,4.00,0.73
284.92,7.00,0.22,-5.07,173.99,4.00,0.07
231.97,0.00,0.38,-5.62,146.88,4.00,0.00
227.34,10.00,0.51,-12.96,140.28,1.00,0.52
45.50,9.00,0.52,-16.46,74.55,1.00,0.00
235.18,1.00,0.45,-3.78,159.50,4.00,0.92
203.73,2.00,0.61,-17.96,90.10,4.00,0.64
224.99,2.00,0.19,-14.66,100.31,3.00,0.66
261.88,0.00,0.73,-4.77,90.27,4.00,0.39
209.16,4.00,0.46,-10.90,85.71,4.00,1.00
268.98,1.00,0.33,-2.90,87.62,4.00,0.50
213.32,3.00,0.18,-5.69,97.29,4.00,1.00
342.02,11.00,0.35,-6.42,145.03,4.00,0.74
282.25,6.00,0.82,-12.69,96.04,4.00,0.68
214.18,2.00,0.20,-6.45,103.55,4.00,0.41
251.40,7.00,0.66,-7.23,121.80,4.00,0.52
48.64,6.00,0.14,-4.43,106.41,1.00,0.00
279.80,6.00,0.31,-8.68,141.99,3.00,0.83
233.93,1.00,0.44,-9.23,79.10,4.00,0.64
180.04,7.00,0.76,-8.54,158.40,3.00,1.00
210.52,10.00,0.71,-12.93,106.66,4.00,1.00
157.94,4.00,0.98,-14.81,136.21,4.00,0.00
220.50,10.00,0.39,-6.85,88.58,5.00,0.78
239.54,2.00,0.78,-20.58,111.55,4.00,0.22
259.92,9.00,0.56,-14.14,91.29,4.00,0.34
68.49,10.00,0.00,-9.23,135.83,4.00,0.00
192.05,6.00,0.14,-16.87,65.57,5.00,0.36
396.51,11.00,0.01,-10.25,125.04,4.00,1.00
77.01,0.00,0.62,-22.66,113.52,4.00,0.20
129.70,10.00,0.27,-6.00,92.24,4.00,0.78
193.28,7.00,0.33,-10.50,88.92,4.00,0.26
53.79,6.00,0.08,-47.66,112.36,3.00,0.51
265.59,4.00,0.66,-8.72,93.00,4.00,0.60
269.27,3.00,0.59,-6.07,165.35,4.00,0.12
211.33,5.00,0.84,-6.56,130.34,1.00,0.61
290.48,9.00,0.68,-8.73,118.06,4.00,0.88
177.82,1.00,0.56,-7.63,127.57,1.00,0.00
130.66,6.00,0.74,-24.95,178.63,4.00,0.11
410.91,6.00,0.02,-7.48,128.01,4.00,0.00
289.98,6.00,0.53,-7.99,145.52,4.00,0.42
224.03,5.00,0.33,-5.82,99.10,4.00,1.00
178.26,9.00,0.87,-10.51,77.79,4.00,0.37
125.36,4.00,0.94,-12.89,120.92,1.00,0.00
198.87,6.00,0.33,-6.35,87.10,4.00,0.83
106.16,10.00,0.38,-16.66,120.32,4.00,0.00
252.50,0.00,0.37,-12.52,139.22,4.00,0.00
225.62,8.00,0.18,-16.01,79.95,5.00,0.58
274.65,8.00,0.70,-25.40,82.58,1.00,0.00
208.14,0.00,0.72,-5.38,140.60,4.00,0.46
283.06,7.00,0.00,-8.69,108.58,4.00,0.78
242.29,9.00,0.44,-13.46,120.06,3.00,1.00
200.28,2.00,0.57,-9.44,84.81,4.00,0.59
253.52,5.00,0.61,-6.80,116.03,4.00,0.11
160.31,10.00,0.35,-13.57,118.62,3.00,0.86
472.53,7.00,0.09,-13.21,100.01,4.00,0.83
132.44,0.00,0.60,-7.55,126.27,4.00,1.00
130.77,4.00,0.25,-23.96,149.90,3.00,1.00
154.30,0.00,0.65,-11.47,134.56,1.00,0.01
287.66,5.00,0.55,-6.30,85.73,1.00,0.58
119.80,11.00,0.35,-5.54,161.91,4.00,0.69
47.52,7.00,0.21,-20.00,61.41,1.00,0.00
223.50,7.00,0.55,-5.64,149.83,4.00,0.09
105.74,2.00,0.82,-11.37,145.64,1.00,0.64
194.48,7.00,0.51,-10.98,88.75,1.00,0.00
368.54,5.00,0.54,-20.34,227.48,4.00,0.42
159.76,2.00,0.25,-10.01,128.96,3.00,0.79
211.02,0.00,0.77,-8.87,107.89,4.00,0.00
249.00,7.00,0.69,-13.80,129.03,3.00,0.80
188.50,0.00,0.86,-7.66,170.08,1.00,0.00
182.62,5.00,0.68,-4.37,105.00,4.00,0.42
190.30,3.00,0.21,-4.78,103.13,4.00,0.71
78.92,10.00,0.12,-4.31,145.56,7.00,0.65
251.27,2.00,1.00,-10.42,113.86,4.00,0.27
369.14,11.00,0.91,-11.09,121.84,4.00,0.48
237.58,1.00,0.00,-2.66,94.82,4.00,0.58
222.41,5.00,0.00,-11.81,95.05,3.00,0.23
159.27,6.00,0.54,-11.50,173.42,4.00,0.92
226.82,0.00,0.40,-12.78,45.43,4.00,1.00
291.40,1.00,0.46,-5.77,179.41,4.00,0.44
209.45,5.00,0.65,-3.43,127.12,4.00,0.89
336.17,3.00,0.00,-3.83,127.82,4.00,1.00
243.57,1.00,0.16,-6.61,89.34,3.00,1.00
165.28,10.00,0.51,-13.72,198.12,1.00,0.00
240.95,7.00,0.44,-10.37,182.71,4.00,1.00
199.86,7.00,0.03,-9.34,121.83,4.00,0.25
82.91,9.00,0.55,-16.67,64.26,1.00,0.50
122.57,6.00,0.39,-5.77,142.25,4.00,0.53
231.73,5.00,0.09,-6.08,130.55,4.00,0.64
231.34,9.00,0.40,-9.02,88.94,4.00,0.84
57.39,5.00,0.01,-10.99,172.90,5.00,1.00
185.94,9.00,0.77,-6.74,210.69,4.00,1.00
239.07,1.00,0.04,-8.67,114.08,4.00,0.71
130.72,7.00,0.23,-14.95,137.96,1.00,0.00
285.13,6.00,0.35,-7.31,107.94,4.00,1.00
200.36,5.00,0.85,-6.69,135.53,4.00,0.55
253.07,10.00,0.26,-6.21,136.90,3.00,1.00
178.89,7.00,0.50,-13.30,121.08,4.00,0.71
196.54,2.00,0.65,-8.10,107.30,4.00,0.93
271.65,6.00,0.28,-9.95,148.14,4.00,0.00
231.55,8.00,0.17,-9.78,103.05,4.00,0.88
277.18,2.00,0.70,-10.64,61.82,1.00,0.00
200.36,2.00,0.49,-4.79,98.78,4.00,0.26
172.30,6.00,0.66,-14.87,107.08,4.00,0.95
287.71,8.00,0.28,-3.85,97.14,4.00,1.00
383.58,11.00,0.04,-7.09,124.97,4.00,1.00
202.19,2.00,0.04,-7.20,138.43,1.00,0.00
244.66,7.00,0.75,-24.20,175.13,5.00,0.53
367.02,0.00,0.26,-5.28,88.57,4.00,0.60
238.11,9.00,0.21,-10.13,77.89,4.00,0.58
237.82,0.00,0.77,-7.79,160.00,4.00,0.74
139.49,0.00,0.52,-12.04,113.55,7.00,0.60
105.93,8.00,0.25,-14.58,107.93,4.00,0.00
185.99,7.00,0.59,-14.95,111.51,3.00,0.64
287.92,1.00,0.81,-6.92,135.78,4.00,0.39
202.58,11.00,0.48,-12.22,160.07,4.00,0.36
251.64,1.00,0.16,-5.17,89.31,5.00,0.60
413.54,9.00,0.77,-10.22,122.69,4.00,1.00
171.39,1.00,0.69,-10.03,67.18,1.00,0.72
289.12,1.00,0.89,-3.63,143.86,4.00,0.59
238.24,11.00,0.30,-7.26,92.64,4.00,0.00
189.39,5.00,0.22,-16.11,164.64,1.00,0.00
228.81,11.00,0.57,-6.04,86.84,4.00,1.00
273.03,4.00,0.13,-6.12,124.99,4.00,0.00
257.25,2.00,0.39,-4.93,93.16,4.00,0.82
145.95,4.00,0.01,-9.06,109.70,4.00,0.65
335.93,5.00,0.28,-21.50,77.64,5.00,0.67
200.78,5.00,0.16,-12.88,99.00,4.00,0.91
221.23,4.00,0.69,-14.98,110.98,3.00,1.00
280.55,4.00,0.30,-9.80,110.01,4.00,1.00
191.71,0.00,0.42,-9.22,141.87,4.00,0.00
275.23,2.00,0.02,-5.57,93.03,4.00,0.93
222.30,9.00,0.46,-4.22,181.21,4.00,0.00
204.51,6.00,0.00,-11.38,95.10,4.00,1.00
193.12,6.00,0.20,-8.17,132.09,4.00,0.67
241.27,3.00,0.37,-10.73,87.49,3.00,0.29
288.63,1.00,0.75,-17.55,42.78,1.00,0.00
199.58,0.00,0.55,-11.92,84.87,3.00,0.59
199.55,9.00,0.45,-5.59,140.19,4.00,0.00
167.89,2.00,0.50,-16.52,95.23,4.00,0.00
208.69,11.00,0.34,-7.11,136.89,4.00,0.63
272.01,3.00,0.08,-12.24,119.73,4.00,0.00
275.96,6.00,0.44,-8.11,170.77,4.00,0.33
229.93,9.00,0.56,-14.38,114.09,4.00,0.72
244.74,1.00,0.63,-6.09,208.51,4.00,0.41
298.92,2.00,0.59,-14.48,94.10,3.00,0.90
232.38,2.00,0.06,-12.84,83.12,4.00,0.81
213.99,4.00,0.51,-28.11,113.20,4.00,0.44
283.90,1.00,0.07,-7.28,90.20,4.00,1.00
224.97,11.00,0.77,-9.72,101.12,1.00,0.08
300.51,6.00,0.35,-9.43,84.67,4.00,1.00
88.40,6.00,0.02,-6.02,180.01,5.00,0.93
188.68,7.00,0.69,-15.41,36.77,4.00,0.00
153.00,0.00,0.70,-15.71,126.03,1.00,0.05
260.75,6.00,0.73,-10.94,78.25,4.00,0.57
185.34,7.00,0.81,-6.43,163.00,4.00,0.00
251.14,2.00,0.16,-10.09,102.83,4.00,1.00
225.28,11.00,0.68,-6.21,127.01,4.00,0.59
159.69,4.00,0.22,-17.15,121.88,4.00,1.00
213.68,2.00,0.75,-4.32,72.91,4.00,0.57
112.20,3.00,0.46,-10.67,86.96,3.00,0.30
445.78,9.00,0.47,-10.33,138.00,4.00,0.47
152.69,9.00,0.00,-12.50,180.87,4.00,0.00
264.10,9.00,0.35,-8.30,97.02,4.00,0.57
220.37,9.00,0.42,-12.38,120.35,3.00,0.60
248.01,1.00,1.00,-6.64,184.01,4.00,0.00
204.77,8.00,0.85,-5.01,127.81,4.00,0.00
205.19,2.00,0.37,-5.19,129.33,4.00,0.92
459.34,1.00,0.02,-7.57,115.37,4.00,0.00
306.78,2.00,0.59,-6.40,91.08,4.00,0.69
242.81,5.00,0.13,-8.71,152.86,4.00,0.93
184.01,10.00,0.47,-14.89,81.65,4.00,0.75
171.47,0.00,0.05,-13.68,88.31,7.00,0.39
378.10,10.00,0.46,-13.36,113.52,4.00,1.00
242.00,9.00,0.48,-8.17,156.14,4.00,0.25
247.38,7.00,0.18,-10.07,84.97,4.00,0.98
188.37,6.00,0.57,-3.62,90.14,5.00,0.98
340.35,2.00,0.82,-13.64,98.09,5.00,0.55
239.73,11.00,0.69,-5.50,154.00,4.00,0.52
259.32,1.00,0.00,-5.20,169.72,4.00,0.30
270.99,7.00,1.00,-7.99,159.62,4.00,0.49
226.40,11.00,0.31,-5.63,154.59,4.00,1.00
396.51,6.00,0.44,-10.05,84.68,5.00,0.97
163.97,4.00,0.51,-10.81,100.72,4.00,0.36
217.47,4.00,0.92,-11.31,168.17,1.00,0.00
110.78,7.00,0.77,-3.85,186.14,4.00,0.67
167.00,4.00,0.10,-13.14,86.95,4.00,0.31
147.59,1.00,0.51,-22.73,64.79,1.00,0.99
168.83,7.00,0.66,-6.54,125.88,1.00,0.00
192.86,10.00,0.33,-14.92,174.76,4.00,0.00
332.70,9.00,1.00,-15.67,126.49,4.00,0.89
206.05,4.00,0.92,-9.10,116.14,4.00,0.88
43.91,11.00,0.00,-22.12,100.35,3.00,0.79
244.04,0.00,0.57,-8.95,235.90,7.00,1.00
199.97,4.00,0.58,-5.24,235.41,4.00,1.00
145.32,5.00,0.57,-24.71,122.89,3.00,0.92
26.93,6.00,0.18,-13.47,104.62,3.00,0.06
224.52,1.00,0.71,-6.65,126.29,7.00,1.00
87.14,5.00,0.44,-9.29,159.25,4.00,0.00
238.05,9.00,0.48,-17.17,159.03,4.00,0.72
238.81,4.00,0.53,-20.87,86.55,3.00,0.84
95.95,2.00,0.05,-6.29,92.97,4.00,1.00
270.11,6.00,0.72,-9.59,131.89,4.00,0.73
226.66,8.00,0.72,-11.91,162.99,4.00,1.00
168.96,1.00,0.68,-4.02,151.84,4.00,0.00
265.66,1.00,0.79,-7.43,109.66,4.00,0.81
246.49,6.00,0.13,-7.82,124.58,4.00,0.86
163.53,0.00,0.70,-11.94,100.89,1.00,0.00
239.52,3.00,0.27,-10.94,116.60,5.00,0.87
234.03,6.00,0.03,-10.74,166.75,4.00,0.36
254.46,8.00,0.15,-3.90,104.94,3.00,1.00
368.33,0.00,0.25,-7.07,202.04,4.00,0.46
190.85,6.00,0.49,-10.24,96.05,4.00,0.48
323.00,8.00,0.54,-5.53,92.00,1.00,1.00
189.39,10.00,0.05,-8.79,148.63,1.00,0.00
161.54,10.00,0.98,-15.96,97.75,1.00,0.00
241.58,2.00,0.53,-3.89,156.03,4.00,0.84
325.85,1.00,0.65,-13.02,130.01,4.00,1.00
172.02,9.00,0.01,-10.64,61.99,5.00,0.79
233.66,0.00,0.86,-8.93,110.49,4.00,0.81
183.17,2.00,0.77,-8.58,159.04,4.00,0.00
256.13,11.00,0.82,-4.32,174.29,3.00,1.00
195.40,7.00,0.68,-5.95,191.44,1.00,0.00
192.57,1.00,0.54,-7.98,110.28,4.00,0.09
359.65,10.00,0.43,-6.64,178.93,4.00,0.42
237.03,11.00,0.61,-12.16,107.78,3.00,1.00
191.84,1.00,0.47,-3.79,100.01,1.00,0.99
353.78,9.00,0.68,-8.74,107.92,4.00,0.49
146.89,5.00,0.35,-10.22,183.88,3.00,0.84
234.27,10.00,0.36,-18.15,77.24,3.00,0.71
197.49,5.00,0.02,-6.38,131.87,5.00,0.92
329.19,5.00,0.65,-11.92,158.12,3.00,0.89
479.95,10.00,0.86,-6.57,240.26,4.00,1.00
255.32,7.00,0.70,-22.07,128.84,4.00,0.05
370.99,7.00,0.42,-21.08,114.41,5.00,0.78
454.95,7.00,0.47,-12.52,104.23,3.00,1.00
255.90,0.00,0.61,-6.83,163.09,4.00,0.32
250.49,2.00,1.00,-10.29,120.02,3.00,0.88
284.11,0.00,0.49,-5.20,168.14,3.00,0.77
243.51,2.00,0.71,-19.51,131.84,4.00,0.18
216.63,6.00,0.69,-6.55,133.45,4.00,0.36
123.43,0.00,0.02,-9.93,133.58,4.00,0.00
395.62,9.00,0.43,-3.14,135.04,4.00,0.00
272.04,3.00,0.48,-8.80,132.03,4.00,0.78
203.21,9.00,0.73,-9.06,97.67,1.00,0.00
61.57,10.00,0.41,-7.48,87.41,4.00,0.27
193.75,7.00,0.65,-6.11,141.73,4.00,0.00
270.94,0.00,0.03,-20.61,146.39,5.00,0.40
99.97,10.00,0.00,-16.33,71.23,1.00,0.69
241.06,7.00,0.79,-6.45,146.05,4.00,0.00
276.38,5.00,0.00,-12.69,149.97,4.00,0.39
262.19,5.00,0.38,-5.98,126.93,4.00,0.40
337.42,2.00,1.00,-10.52,85.56,3.00,1.00
177.27,4.00,0.69,-6.95,122.15,4.00,0.00
319.71,10.00,0.67,-15.86,119.53,3.00,1.00
166.74,8.00,0.65,-14.37,122.55,4.00,0.45
163.13,2.00,0.18,-9.43,85.82,3.00,0.24
183.54,11.00,0.64,-14.85,103.05,1.00,0.00
217.89,9.00,0.14,-6.62,107.08,4.00,1.00
280.55,9.00,0.11,-7.60,118.14,1.00,0.00
99.79,5.00,0.00,-11.95,129.97,3.00,0.66
347.79,10.00,0.18,-17.46,63.13,5.00,0.86
261.46,7.00,0.94,-5.23,131.98,4.00,1.00
174.29,6.00,0.08,-3.73,82.69,4.00,0.45
195.92,10.00,0.32,-6.21,145.15,4.00,0.48
125.67,4.00,0.04,-9.09,124.92,4.00,0.00
166.37,7.00,0.24,-1.55,108.25,7.00,0.57
236.56,9.00,0.37,-8.96,91.74,5.00,0.56
182.86,6.00,0.62,-16.39,131.57,1.00,0.00
210.81,1.00,0.05,-11.30,89.03,4.00,1.00
315.09,7.00,0.77,-9.29,153.77,4.00,0.56
151.85,2.00,0.40,-14.30,117.16,4.00,0.00
256.84,9.00,0.20,-6.79,86.62,3.00,1.00
145.08,0.00,0.01,-10.50,77.58,4.00,0.14
161.51,10.00,0.46,-5.10,78.97,4.00,0.95
231.00,5.00,0.49,-13.69,139.98,4.00,0.29
342.70,4.00,0.28,-6.64,127.93,3.00,0.45
221.44,0.00,0.54,-6.56,129.98,4.00,0.83
177.53,4.00,0.82,-6.74,130.17,4.00,0.18
208.46,4.00,0.60,-8.15,79.92,3.00,1.00
255.56,1.00,0.09,-7.92,162.13,4.00,0.00
195.71,0.00,0.46,-4.22,128.97,4.00,0.97
307.70,7.00,0.55,-10.44,89.94,4.00,0.51
348.89,0.00,0.65,-7.35,97.67,4.00,0.36
133.30,7.00,0.36,-12.63,111.42,4.00,0.77
241.29,0.00,0.81,-11.37,99.89,3.00,0.91
257.46,7.00,0.24,-4.06,104.93,4.00,1.00
231.29,7.00,0.51,-6.91,204.07,4.00,0.00
324.99,1.00,0.45,-8.23,127.99,4.00,0.54
132.15,3.00,0.09,-18.52,76.57,3.00,0.73
190.38,3.00,0.45,-6.68,147.66,3.00,0.73
187.11,7.00,0.43,-7.39,163.98,4.00,1.00
628.22,7.00,0.22,-15.44,77.36,1.00,0.64
190.17,0.00,0.76,-4.98,145.92,4.00,0.83
226.59,6.00,0.59,-6.20,115.02,4.00,1.00
400.48,2.00,0.86,-16.49,85.12,5.00,0.68
136.88,0.00,0.55,-14.95,115.75,1.00,0.00
225.80,5.00,0.55,-7.28,165.67,4.00,0.77
236.28,10.00,0.50,-2.80,104.00,4.00,0.61
196.65,9.00,0.25,-8.17,107.71,4.00,0.85
411.43,0.00,0.52,-17.33,111.74,4.00,1.00
